#OTU ID	JL300_B05	JL300_B21	JL300_W2L	JL301_B08	JL302_B05_2	JL303_B16	JL303_B27	JL304_2_6	JL305_B10	JL305_B13	JL305_W2L	JL306_B04	JL306_W2L	JL307_0_5	JL307_5_7	JL307_B07	JL307_B11	JL307_W2L	JL308_G8_0_2	JL308_G9_0_6	JL309_PC11_1	JL309_PC12_1	JL310_G2_0_2	JL310_G4_2_4	JL310_W1.5L	JL311_B01_2	JL311_W2L	JL312_B19_3	JL313_B05	JL314_W2L	JL316_B01_7	JL317_B03	JL317_W2L
Zotu1	1	16	28	0	23	75486	150	2192	23	7	23	0	949	2523	1092	0	10196	25	1840	1149	1376	664	2251	2047	116	3	1	1	0	0	0	43226	2
Zotu10	0	0	0	0	0	0	0	0	4	9035	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Zotu100	0	0	0	0	0	0	0	2	0	0	0	0	0	18	25	0	0	0	2	1	14	26	20	15	0	0	0	0	0	0	0	0	0
Zotu1000	0	0	5	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10001	0	0	1	0	0	0	0	0	0	0	14	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3
Zotu10002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10003	0	0	4	0	0	0	0	0	0	0	8	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
Zotu10004	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10007	0	0	0	0	0	0	0	6	0	0	0	0	1	18	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1001	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Zotu10011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10012	0	0	0	0	0	0	0	0	0	0	9	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10013	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu10014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10015	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Zotu10016	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1002	0	0	0	0	0	0	0	458	0	0	0	0	0	0	1	0	0	0	11	34	0	13	35	19	0	0	0	0	0	0	0	0	0
Zotu10020	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu10021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	90	0	0	0	0	0	0	0	0	0
Zotu10022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10023	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu10024	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Zotu10025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10028	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10029	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1003	0	0	1	0	0	0	0	0	0	0	10	0	4	63	100	0	0	7	23	2	0	0	2	2	1	0	0	0	0	1	0	0	8
Zotu10030	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10032	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Zotu10033	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10035	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10036	0	0	1	0	0	0	0	0	0	0	12	0	26	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Zotu10037	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10038	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10039	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	50	62	2	39	29	0	0	0	0	0	0	0	0	0
Zotu10040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10042	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10043	0	0	13	0	0	0	0	0	0	0	12	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10045	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10047	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	4	0	3	0	3	0	0	0	0	0	0	0	0	0	0
Zotu10048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10049	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1005	0	0	1	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10051	0	0	10	0	0	0	0	0	0	0	11	0	23	0	0	0	0	21	0	0	0	0	0	0	2	0	0	0	0	1	0	0	5
Zotu10052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	20	0	0	0	0	0	0	0	0	0
Zotu10053	0	0	0	0	0	0	0	0	0	0	0	0	0	15	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10055	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0
Zotu10057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10058	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10060	0	0	0	0	0	0	0	1	0	0	0	0	0	14	5	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10061	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10064	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10065	0	0	0	0	0	0	0	2	0	0	0	0	0	3	3	0	0	0	4	11	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu10066	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	1	8	6	0	0	0	0	0	0	0	0	0
Zotu10067	0	0	0	0	0	0	0	21	0	0	0	0	0	2	4	0	0	0	3	0	0	6	1	11	0	0	0	0	0	0	0	0	0
Zotu10068	0	0	0	0	0	0	0	0	0	0	14	0	20	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19
Zotu10069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1007	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	125	49	0	2	223	1	0	0	0	0	0	0	0	0	0
Zotu10070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10071	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	3	0	0	5	0	0	0	0	0	0	0	0	0	0
Zotu10072	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0
Zotu10074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10075	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0
Zotu10076	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10081	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0
Zotu10082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0
Zotu10084	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	3	0	0	4	0	0	0	0	0	0	0	0	0	0
Zotu10085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	68	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10087	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10089	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1009	0	0	0	0	0	0	0	2	0	0	0	0	0	93	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10090	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10097	0	0	0	0	0	0	0	0	0	0	0	0	0	14	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10098	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu101	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1010	0	0	0	0	0	0	0	2	0	0	0	0	0	4	10	0	0	0	119	80	107	157	105	91	0	0	0	0	0	0	0	0	0
Zotu10100	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10101	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Zotu10102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu10104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Zotu10106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10107	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1011	0	0	0	0	0	0	0	155	0	0	0	0	0	324	477	0	0	2	270	225	12	33	119	40	1	0	0	0	0	0	0	0	0
Zotu10110	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10113	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10114	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10117	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10118	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1012	0	0	0	0	0	0	0	17	0	0	0	0	0	2	8	0	0	0	78	78	313	338	53	409	0	0	0	0	0	0	0	0	0
Zotu10120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10121	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Zotu10122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10124	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10126	0	0	4	0	0	0	0	0	0	0	13	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu10127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10128	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10129	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1013	0	0	96	0	0	0	0	0	0	0	158	0	330	0	1	0	0	180	0	0	0	0	2	0	10	0	15	0	0	2	0	0	88
Zotu10130	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu10131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10132	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
Zotu10133	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	1	13	0	2	0	0	0	0	0	0	0	0	0	0
Zotu10134	0	0	21	0	0	0	0	0	0	0	0	0	5	1	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	8
Zotu10135	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10137	0	0	0	0	0	0	0	5	0	0	0	0	0	2	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10138	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1014	0	0	0	0	0	0	0	0	0	0	0	0	0	652	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10140	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	1
Zotu10141	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	10	0	2	0	7	0	0	0	0	0	0	0	0	0
Zotu10142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Zotu10144	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10145	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10146	0	0	0	0	0	0	0	0	0	0	1	0	5	1	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
Zotu10147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10148	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1015	0	0	0	0	2	0	86	2	0	0	0	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Zotu10150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10151	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10152	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Zotu10153	0	0	3	0	0	0	0	0	0	0	10	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6
Zotu10154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10155	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu10156	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Zotu10157	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10159	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10160	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu10161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10163	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu10164	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10165	0	0	0	0	0	0	0	0	0	0	0	0	0	46	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
