Sample	Group	Color	Shape	Zotu1	Zotu1001	Zotu1003	Zotu1009	Zotu101	Zotu1013	Zotu1014	Zotu102	Zotu1023	Zotu1025	Zotu1034	Zotu1035	Zotu1036	Zotu1037	Zotu1042	Zotu1050	Zotu1052	Zotu1055	Zotu1058	Zotu1061	Zotu1063	Zotu1066	Zotu107	Zotu1074	Zotu1075	Zotu1076	Zotu1082	Zotu1086	Zotu109	Zotu1097	Zotu1099	Zotu11	Zotu110	Zotu1104	Zotu1107	Zotu1111	Zotu1114	Zotu1117	Zotu112	Zotu1129	Zotu113	Zotu1130	Zotu1135	Zotu114	Zotu1140	Zotu1143	Zotu1145	Zotu1146	Zotu1149	Zotu115	Zotu1156	Zotu116	Zotu1160	Zotu1164	Zotu1165	Zotu1167	Zotu1169	Zotu1179	Zotu118	Zotu1180	Zotu1183	Zotu1185	Zotu1186	Zotu12	Zotu120	Zotu1200	Zotu121	Zotu1214	Zotu122	Zotu1225	Zotu1226	Zotu1229	Zotu1232	Zotu1236	Zotu1239	Zotu124	Zotu1240	Zotu1245	Zotu1248	Zotu125	Zotu1250	Zotu1251	Zotu1256	Zotu1265	Zotu127	Zotu1273	Zotu128	Zotu1281	Zotu1287	Zotu1296	Zotu13	Zotu130	Zotu131	Zotu132	Zotu1327	Zotu1339	Zotu1340	Zotu1341	Zotu1353	Zotu136	Zotu1364	Zotu1369	Zotu137	Zotu1379	Zotu1381	Zotu1395	Zotu140	Zotu1407	Zotu1420	Zotu1427	Zotu1428	Zotu143	Zotu144	Zotu1442	Zotu145	Zotu1450	Zotu148	Zotu1498	Zotu150	Zotu1500	Zotu1502	Zotu1504	Zotu152	Zotu153	Zotu1531	Zotu1534	Zotu1537	Zotu1538	Zotu1544	Zotu155	Zotu1556	Zotu1557	Zotu1558	Zotu1564	Zotu157	Zotu1570	Zotu1575	Zotu1577	Zotu1588	Zotu160	Zotu1605	Zotu162	Zotu1623	Zotu1631	Zotu165	Zotu1656	Zotu1658	Zotu166	Zotu169	Zotu170	Zotu1704	Zotu1711	Zotu172	Zotu1720	Zotu173	Zotu174	Zotu176	Zotu1764	Zotu1765	Zotu177	Zotu1770	Zotu186	Zotu1880	Zotu1889	Zotu189	Zotu1896	Zotu1901	Zotu1903	Zotu1922	Zotu1928	Zotu1938	Zotu194	Zotu1948	Zotu1955	Zotu1972	Zotu198	Zotu1995	Zotu2	Zotu20	Zotu2002	Zotu2009	Zotu2026	Zotu203	Zotu2035	Zotu209	Zotu2099	Zotu212	Zotu2127	Zotu214	Zotu2170	Zotu222	Zotu223	Zotu224	Zotu225	Zotu2264	Zotu23	Zotu230	Zotu231	Zotu234	Zotu2342	Zotu241	Zotu242	Zotu243	Zotu245	Zotu246	Zotu247	Zotu248	Zotu251	Zotu257	Zotu2573	Zotu258	Zotu2582	Zotu260	Zotu261	Zotu263	Zotu265	Zotu266	Zotu267	Zotu2684	Zotu27	Zotu271	Zotu2710	Zotu275	Zotu276	Zotu278	Zotu28	Zotu282	Zotu283	Zotu285	Zotu287	Zotu289	Zotu292	Zotu293	Zotu294	Zotu295	Zotu296	Zotu297	Zotu301	Zotu3017	Zotu308	Zotu31	Zotu310	Zotu3139	Zotu315	Zotu319	Zotu324	Zotu327	Zotu328	Zotu329	Zotu330	Zotu331	Zotu332	Zotu333	Zotu334	Zotu335	Zotu337	Zotu34	Zotu342	Zotu348	Zotu351	Zotu352	Zotu356	Zotu359	Zotu360	Zotu3603	Zotu361	Zotu363	Zotu3664	Zotu369	Zotu371	Zotu375	Zotu377	Zotu380	Zotu381	Zotu384	Zotu385	Zotu386	Zotu388	Zotu389	Zotu390	Zotu391	Zotu396	Zotu397	Zotu398	Zotu399	Zotu401	Zotu407	Zotu408	Zotu410	Zotu411	Zotu412	Zotu413	Zotu4134	Zotu415	Zotu416	Zotu418	Zotu42	Zotu421	Zotu424	Zotu426	Zotu428	Zotu429	Zotu431	Zotu435	Zotu436	Zotu438	Zotu440	Zotu443	Zotu444	Zotu446	Zotu449	Zotu45	Zotu450	Zotu451	Zotu455	Zotu457	Zotu459	Zotu462	Zotu463	Zotu464	Zotu466	Zotu471	Zotu473	Zotu475	Zotu477	Zotu482	Zotu483	Zotu487	Zotu49	Zotu490	Zotu492	Zotu493	Zotu494	Zotu499	Zotu500	Zotu501	Zotu503	Zotu504	Zotu505	Zotu510	Zotu511	Zotu517	Zotu518	Zotu52	Zotu520	Zotu521	Zotu527	Zotu53	Zotu532	Zotu534	Zotu539	Zotu541	Zotu542	Zotu543	Zotu544	Zotu545	Zotu546	Zotu550	Zotu554	Zotu559	Zotu563	Zotu564	Zotu568	Zotu569	Zotu57	Zotu572	Zotu575	Zotu576	Zotu5765	Zotu578	Zotu579	Zotu58	Zotu580	Zotu582	Zotu586	Zotu588	Zotu589	Zotu59	Zotu591	Zotu593	Zotu596	Zotu597	Zotu598	Zotu599	Zotu6	Zotu602	Zotu604	Zotu612	Zotu614	Zotu615	Zotu616	Zotu617	Zotu6184	Zotu619	Zotu620	Zotu621	Zotu622	Zotu627	Zotu632	Zotu633	Zotu635	Zotu64	Zotu641	Zotu646	Zotu649	Zotu65	Zotu655	Zotu656	Zotu657	Zotu658	Zotu659	Zotu660	Zotu661	Zotu662	Zotu666	Zotu668	Zotu669	Zotu671	Zotu676	Zotu681	Zotu682	Zotu684	Zotu6868	Zotu687	Zotu688	Zotu692	Zotu694	Zotu698	Zotu699	Zotu700	Zotu703	Zotu704	Zotu707	Zotu709	Zotu71	Zotu710	Zotu717	Zotu72	Zotu721	Zotu732	Zotu736	Zotu737	Zotu739	Zotu74	Zotu740	Zotu741	Zotu745	Zotu747	Zotu753	Zotu755	Zotu758	Zotu760	Zotu761	Zotu762	Zotu766	Zotu77	Zotu772	Zotu774	Zotu775	Zotu7754	Zotu781	Zotu785	Zotu787	Zotu788	Zotu790	Zotu791	Zotu792	Zotu793	Zotu797	Zotu798	Zotu799	Zotu80	Zotu802	Zotu804	Zotu807	Zotu809	Zotu81	Zotu813	Zotu814	Zotu816	Zotu818	Zotu82	Zotu820	Zotu824	Zotu825	Zotu827	Zotu829	Zotu830	Zotu834	Zotu836	Zotu837	Zotu839	Zotu84	Zotu843	Zotu844	Zotu848	Zotu850	Zotu854	Zotu855	Zotu857	Zotu859	Zotu863	Zotu869	Zotu873	Zotu874	Zotu875	Zotu883	Zotu884	Zotu888	Zotu889	Zotu891	Zotu894	Zotu897	Zotu9	Zotu90	Zotu902	Zotu907	Zotu908	Zotu91	Zotu910	Zotu913	Zotu918	Zotu919	Zotu920	Zotu923	Zotu924	Zotu929	Zotu931	Zotu940	Zotu943	Zotu946	Zotu948	Zotu950	Zotu954	Zotu955	Zotu957	Zotu959	Zotu96	Zotu962	Zotu963	Zotu964	Zotu97	Zotu974	Zotu977	Zotu978	Zotu98	Zotu980	Zotu981	Zotu983	Zotu985	Zotu989	Zotu990	Zotu991	Zotu994	Zotu996
JL300_B04_2	f__Victorgorgiidae	#d6ebca	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL300_B05	f__Primnoidae	#4efc13	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.686	0.0	0.0	0.0	0.0	1.862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL300_B21	f__Primnoidae	#4efc13	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.082	0.0	0.0	0.0	0.153	0.743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JL300_W2L	water	#3498DB	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.228	0.0	0.23	0.0	1.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.471	0.0	0.0	0.0	0.0	0.677	0.0	2.614	0.0	0.0	0.0	0.0	1.494	0.0	0.0	0.0	0.0	0.0	6.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.756	0.0	7.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.0	0.0	0.0	0.0	0.0	0.0	7.684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.0	0.0	0.0	0.0	0.0	0.919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04	0.0	0.0	0.0	0.0	0.0	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.848	0.0	1.649	0.829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.296	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.385	0.768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
